ano,codigo_orgao,orgao_orcamentario,co_funcao,funcao,projeto_de_lei,dotacao_inicial,dotacao_atual,empenhado,liquidado,pago
2020,74204,Recursos sob Supervisão da Caixa de Construções de Casas para o Pessoal da Marinha,05,Defesa Nacional,0.23,0.23,0.23,0.23,0.16,0.15
2020,74205,Recursos sob Supervisão da Caixa de Financiamento Imobiliário da Aeronáutica,05,Defesa Nacional,0,0,0,0,0,0
2020,74901,Recursos sob Supervisão do Fundo de Defesa da Economia Cafeeira/Funcafé,20,Agricultura,5.88,5.88,5.88,5.45,3.67,3.67
2020,74902,Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES,12,Educação,9.9,9.86,10.22,7.93,6.07,6.07
2020,74904,Recursos sob Supervisão do Fundo da Marinha Mercante/FMM,26,Transporte,6.3,6.3,6.3,0.34,0.34,0.34
2020,74905,Recursos sob Sup. do Fundo p/ Desenv.Tecnol. das Telecomunic./FUNTTEL-M. Comunicações,24,Comunicações,0.41,0.41,0.41,0.41,0.41,0.41
2020,74906,Recursos sob Supervisão do Fundo de Terras e da Reforma Agrária/Banco da Terra,21,Organização Agrária,0.17,0.17,0.17,0.17,0.17,0.17
2020,74908,Recursos sob Supervisão do Fundo Geral de Turismo/FUNGETUR,23,Comércio e Serviços,0.03,0.03,5.03,5.03,5.03,3.08
2020,74910,"Recursos sob Sup. do Fundo Nac.de Desenv.Científico e Tecnológico/FNDCT-M.Ciência,Tecnol. e Inov.",19,Ciência e Tecnologia,1.63,1.63,1.63,1.63,1.44,1.44
2020,74912,Recursos sob Supervisão do Fundo Nacional de Cultura,13,Cultura,0.54,0.54,0.53,0.1,0,0
2020,74913,Recursos sob Supervisão do Fundo Constitucional de Financiamento do Norte/FNO,28,Encargos Especiais,2.82,2.82,2.82,2.82,2.5,2.5
2020,74914,Recursos sob Supervisão do Fundo Constitucional de Financiamento do Centro-Oeste/FCO,28,Encargos Especiais,2.82,2.82,2.82,2.82,2.5,2.5
2020,74915,Recursos sob Supervisão do Fundo Constitucional de Financiamento do Nordeste/FNE,28,Encargos Especiais,8.46,8.46,8.46,8.46,7.51,7.51
2020,74916,Recursos sob Supervisão do Fundo Nacional sobre Mudança do Clima/FNMC,18,Gestão Ambiental,0.23,0.23,0.23,0.23,0.23,0.23
2020,74917,Recursos sob Supervisão do Fundo de Desenvolvimento da Amazônia/FDA,28,Encargos Especiais,0.36,0.36,0.36,0.36,0,0
2020,74918,Recursos sob Supervisão do Fundo de Desenvolvimento do Nordeste/FDNE,28,Encargos Especiais,0.69,0.69,2.77,0.51,0.02,0.02
2020,74919,Recursos sob Supervisão do Fundo de Desenvolvimento do Centro-Oeste/FDCO,28,Encargos Especiais,0.22,0.22,0.48,0.48,0,0
2020,75000,Dívida Pública Federal,28,Encargos Especiais,1599.95,1599.95,1599.44,1380.28,1379.09,1379.08
2020,81000,"Ministério da Mulher, da Família e dos Direitos Humanos",09,Previdência Social,0,0,0,0,0,0
2020,81000,"Ministério da Mulher, da Família e dos Direitos Humanos",14,Direitos da Cidadania,0.21,0.49,0.7,0.69,0.4,0.4
2020,81000,"Ministério da Mulher, da Família e dos Direitos Humanos",28,Encargos Especiais,0.02,0.02,0.02,0.02,0,0
2020,81000,"Ministério da Mulher, da Família e dos Direitos Humanos",99,Reserva de Contingência,0.14,0.14,0.14,0,0,0
2020,90000,Reserva de Contingência,28,Encargos Especiais,72.12,72.12,72.12,0,0,0
2020,90000,Reserva de Contingência,99,Reserva de Contingência,9.25,3.46,7.91,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,03,Essencial à Justiça,0.21,0.2,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,04,Administração,6.59,6.29,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,05,Defesa Nacional,28.98,28.93,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,06,Segurança Pública,3.44,3.21,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,07,Relações Exteriores,1.21,1.16,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,08,Assistência Social,9.63,0.94,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,09,Previdência Social,235.82,232.09,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,10,Saúde,0.22,0.13,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,11,Trabalho,0.06,0.06,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12,Educação,11.04,10.22,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,13,Cultura,0.16,0.1,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,14,Direitos da Cidadania,0.18,0.11,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,15,Urbanismo,0.06,0.01,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,17,Saneamento,0,0,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,18,Gestão Ambiental,0.15,0.14,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,19,Ciência e Tecnologia,0.57,0.56,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,20,Agricultura,8.14,7.87,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,21,Organização Agrária,0.02,0,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,22,Indústria,0.02,0.02,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,23,Comércio e Serviços,0.86,0.06,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,24,Comunicações,0.01,0.01,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,25,Energia,0.12,0.12,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,26,Transporte,0.35,0.28,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,28,Encargos Especiais,48.47,46.57,0,0,0,0
2020,93000,Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,99,Reserva de Contingência,5.22,4.55,0,0,0,0
2021,01000,Camara dos Deputados,01,Legislativa,4.47,4.47,4.47,3.93,3.8,3.8
2021,01000,Camara dos Deputados,09,Previdência Social,1.97,1.97,1.97,1.91,1.91,1.91
2021,01000,Camara dos Deputados,28,Encargos Especiais,0.01,0.01,0.01,0,0,0
2021,01000,Camara dos Deputados,99,Reserva de Contingência,0.01,0.01,0.01,0,0,0
2021,02000,Senado Federal,01,Legislativa,2.57,2.57,2.57,2.35,2.27,2.27
2021,02000,Senado Federal,09,Previdência Social,2.15,2.15,2.15,2.06,2.06,2.06
2021,02000,Senado Federal,28,Encargos Especiais,0,0,0,0,0,0
2021,02000,Senado Federal,99,Reserva de Contingência,0.01,0.01,0.01,0,0,0
2021,03000,Tribunal de Contas da União,01,Legislativa,1.47,1.47,1.47,1.36,1.31,1.31
2021,03000,Tribunal de Contas da União,09,Previdência Social,0.83,0.83,0.83,0.81,0.81,0.81
2021,03000,Tribunal de Contas da União,28,Encargos Especiais,0,0,0,0,0,0
2021,03000,Tribunal de Contas da União,99,Reserva de Contingência,0,0,0,0,0,0
2021,10000,Supremo Tribunal Federal,02,Judiciária,0.54,0.54,0.55,0.53,0.5,0.5
2021,10000,Supremo Tribunal Federal,09,Previdência Social,0.16,0.16,0.16,0.16,0.16,0.16
2021,10000,Supremo Tribunal Federal,28,Encargos Especiais,0,0,0,0,0,0
2021,10000,Supremo Tribunal Federal,99,Reserva de Contingência,0,0,0,0,0,0
2021,11000,Superior Tribunal de Justiça,02,Judiciária,1.25,1.25,1.25,1.18,1.14,1.13
2021,11000,Superior Tribunal de Justiça,09,Previdência Social,0.43,0.43,0.42,0.41,0.41,0.41
2021,11000,Superior Tribunal de Justiça,28,Encargos Especiais,0,0,0,0,0,0
2021,11000,Superior Tribunal de Justiça,99,Reserva de Contingência,0,0,0,0,0,0
2021,12000,Justiça Federal,02,Judiciária,11.02,11.02,11.01,10.83,10.62,10.61
2021,12000,Justiça Federal,09,Previdência Social,1.89,1.89,1.94,1.94,1.94,1.93
2021,12000,Justiça Federal,28,Encargos Especiais,0,0,0,0,0,0
2021,12000,Justiça Federal,99,Reserva de Contingência,0.05,0.05,0,0,0,0
2021,13000,Justiça Militar da União,02,Judiciária,0.36,0.36,0.37,0.37,0.34,0.33
2021,13000,Justiça Militar da União,09,Previdência Social,0.23,0.23,0.23,0.23,0.22,0.22
2021,13000,Justiça Militar da União,28,Encargos Especiais,0,0,0,0,0,0
2021,13000,Justiça Militar da União,99,Reserva de Contingência,0,0,0,0,0,0
2021,14000,Justiça Eleitoral,02,Judiciária,7.28,7.28,7.35,7.29,5.85,5.84
2021,14000,Justiça Eleitoral,09,Previdência Social,1.12,1.12,1.13,1.12,1.09,1.09
2021,14000,Justiça Eleitoral,28,Encargos Especiais,0.98,0.98,0.98,0.97,0.96,0.96
2021,14000,Justiça Eleitoral,99,Reserva de Contingência,0.1,0.1,0.01,0,0,0
2021,15000,Justiça do Trabalho,02,Judiciária,15.99,15.99,15.83,15.53,15.36,15.36
2021,15000,Justiça do Trabalho,09,Previdência Social,5.64,5.64,5.78,5.75,5.73,5.73
2021,15000,Justiça do Trabalho,28,Encargos Especiais,0.02,0.02,0.02,0.02,0.01,0.01
2021,15000,Justiça do Trabalho,99,Reserva de Contingência,0.14,0.14,0.14,0,0,0
2021,16000,Justiça do Distrito Federal e dos Territórios,02,Judiciária,2.54,2.54,2.53,2.52,2.48,2.48
2021,16000,Justiça do Distrito Federal e dos Territórios,09,Previdência Social,0.54,0.54,0.56,0.56,0.55,0.55
2021,16000,Justiça do Distrito Federal e dos Territórios,28,Encargos Especiais,0,0,0,0,0,0
2021,16000,Justiça do Distrito Federal e dos Territórios,99,Reserva de Contingência,0.01,0.01,0,0,0,0
2021,17000,Conselho Nacional de Justiça,02,Judiciária,0.21,0.21,0.28,0.28,0.27,0.27
2021,17000,Conselho Nacional de Justiça,09,Previdência Social,0,0,0,0,0,0
2021,20000,Presidência da República,04,Administração,0.33,0.32,0.57,0.55,0.44,0.43
2021,20000,Presidência da República,06,Segurança Pública,0.14,0.14,0.37,0.37,0.37,0.34
2021,20000,Presidência da República,09,Previdência Social,0.31,0.31,0.37,0.37,0.37,0.35
2021,20000,Presidência da República,28,Encargos Especiais,0,0,0,0,0,0
2021,20000,Presidência da República,99,Reserva de Contingência,0.04,0.05,0.05,0,0,0
2021,22000,Ministério da Agricultura e Pecuária,09,Previdência Social,2.1,2.1,2.8,2.79,2.79,2.57
2021,22000,Ministério da Agricultura e Pecuária,18,Gestão Ambiental,0.02,0.02,0.06,0.06,0.05,0.04
2021,22000,Ministério da Agricultura e Pecuária,20,Agricultura,3.6,5.56,11.54,10.3,7.63,7.27
2021,22000,Ministério da Agricultura e Pecuária,21,Organização Agrária,1.26,1.67,1.37,1.35,0.99,0.94
2021,22000,Ministério da Agricultura e Pecuária,28,Encargos Especiais,2.26,2.26,2.58,2.13,2.13,2.13
2021,22000,Ministério da Agricultura e Pecuária,99,Reserva de Contingência,0.26,0.28,0.28,0,0,0
2021,24000,"Ministério da Ciência, Tecnologia e Inovação",09,Previdência Social,1.13,1.13,1.79,1.79,1.79,1.68
2021,24000,"Ministério da Ciência, Tecnologia e Inovação",19,Ciência e Tecnologia,2,1.99,4.6,4.56,3.73,3.36
2021,24000,"Ministério da Ciência, Tecnologia e Inovação",28,Encargos Especiais,0.01,0.01,0.05,0.05,0.04,0.04
2021,24000,"Ministério da Ciência, Tecnologia e Inovação",99,Reserva de Contingência,4.93,5.14,2.67,0,0,0
2021,25000,Ministério da Fazenda,04,Administração,15.23,14.99,23.23,21.57,19.84,18.89
2021,25000,Ministério da Fazenda,08,Assistência Social,0,0,9.98,7.17,7.02,7.02
2021,25000,Ministério da Fazenda,09,Previdência Social,439.88,440.23,715.55,715.1,713.89,670.08
2021,25000,Ministério da Fazenda,11,Trabalho,77.87,69.14,67.64,66.68,65.83,65.83
2021,25000,Ministério da Fazenda,22,Indústria,0.9,0.91,1.02,1.01,0.97,0.93
2021,25000,Ministério da Fazenda,23,Comércio e Serviços,0.05,0.05,0.06,0.06,0.04,0.04
2021,25000,Ministério da Fazenda,28,Encargos Especiais,25.87,25.82,35.48,34.17,33.3,33.2
2021,25000,Ministério da Fazenda,99,Reserva de Contingência,4.63,18.45,18.45,0,0,0
2021,26000,Ministério da Educação,09,Previdência Social,13.19,13.19,17.82,17.72,17.72,16.48
2021,26000,Ministério da Educação,12,Educação,57.67,58.6,110.49,105.76,94.94,90.72
2021,26000,Ministério da Educação,28,Encargos Especiais,0.94,0.94,0.99,0.97,0.96,0.96
2021,26000,Ministério da Educação,99,Reserva de Contingência,1.71,1.71,0.37,0,0,0
2021,29000,Defensoria Pública da União,03,Essencial à Justiça,0.59,0.59,0.59,0.58,0.5,0.48
2021,29000,Defensoria Pública da União,09,Previdência Social,0.02,0.02,0.02,0.02,0.02,0.02
2021,29000,Defensoria Pública da União,28,Encargos Especiais,0,0,0,0,0,0
2021,29000,Defensoria Pública da União,99,Reserva de Contingência,0,0,0,0,0,0
2021,30000,Ministério da Justiça e Segurança Pública,04,Administração,0.11,0.1,0.24,0.24,0.19,0.19
2021,30000,Ministério da Justiça e Segurança Pública,06,Segurança Pública,6.31,6.6,12.05,11.94,10.01,9.46
2021,30000,Ministério da Justiça e Segurança Pública,09,Previdência Social,3.34,3.34,4.52,4.51,4.51,4.23
2021,30000,Ministério da Justiça e Segurança Pública,14,Direitos da Cidadania,0.39,0.35,0.62,0.62,0.42,0.4
2021,30000,Ministério da Justiça e Segurança Pública,28,Encargos Especiais,0.14,0.14,0.2,0.2,0.19,0.18
2021,30000,Ministério da Justiça e Segurança Pública,99,Reserva de Contingência,0.75,0.66,0.66,0,0,0
2021,30211,Conselho Administrativo de Defesa Econômica,09,Previdência Social,0,0,0,0,0,0
2021,30211,Conselho Administrativo de Defesa Econômica,14,Direitos da Cidadania,0.05,0.04,0.05,0.05,0.04,0.04
2021,30211,Conselho Administrativo de Defesa Econômica,28,Encargos Especiais,0,0,0,0,0,0
2021,32000,Ministério de Minas e Energia,09,Previdência Social,0.07,0.07,0.09,0.09,0.09,0.09
2021,32000,Ministério de Minas e Energia,18,Gestão Ambiental,0.01,0.01,0,0,0,0
2021,32000,Ministério de Minas e Energia,19,Ciência e Tecnologia,0.17,0.17,0.53,0.51,0.51,0.48
2021,32000,Ministério de Minas e Energia,22,Indústria,0.22,0.22,0.49,0.49,0.45,0.41
2021,32000,Ministério de Minas e Energia,25,Energia,0.4,0.39,1.16,1.15,1.07,1.05
2021,32000,Ministério de Minas e Energia,28,Encargos Especiais,4.14,4.14,4.18,4.17,4.16,4.16
2021,32000,Ministério de Minas e Energia,99,Reserva de Contingência,0.73,0.72,0.72,0,0,0
2021,32265,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",09,Previdência Social,0.01,0.01,0.02,0.02,0.02,0.02
2021,32265,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",25,Energia,0.37,0.37,0.39,0.38,0.35,0.34
2021,32265,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",28,Encargos Especiais,0,0,0,0,0,0
2021,32265,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",99,Reserva de Contingência,0.66,0.67,0.67,0,0,0
2021,32266,Agência Nacional de Energia Elétrica,09,Previdência Social,0,0,0.01,0.01,0.01,0.01
2021,32266,Agência Nacional de Energia Elétrica,25,Energia,0.32,0.32,0.31,0.3,0.27,0.26
2021,32266,Agência Nacional de Energia Elétrica,28,Encargos Especiais,1.05,1.05,1.21,1.21,1.1,1.1
2021,32266,Agência Nacional de Energia Elétrica,99,Reserva de Contingência,0.22,0.24,0.22,0,0,0
2021,32396,Agência Nacional de Mineração,09,Previdência Social,0.05,0.05,0.07,0.07,0.07,0.07
2021,32396,Agência Nacional de Mineração,22,Indústria,0.19,0.19,0.29,0.27,0.24,0.23
2021,32396,Agência Nacional de Mineração,28,Encargos Especiais,0,0,0,0,0,0
2021,32396,Agência Nacional de Mineração,99,Reserva de Contingência,0.29,0.3,0.3,0,0,0
2021,34000,Ministério Público da União,03,Essencial à Justiça,6.65,6.65,6.64,6.61,6.51,6.51
2021,34000,Ministério Público da União,09,Previdência Social,0.85,0.85,0.89,0.89,0.89,0.89
2021,34000,Ministério Público da União,28,Encargos Especiais,0,0,0,0,0,0
2021,34000,Ministério Público da União,99,Reserva de Contingência,0.02,0.02,0,0,0,0
2021,35000,Ministério das Relações Exteriores,07,Relações Exteriores,1.7,1.67,4.08,3.97,3.83,3.81
2021,35000,Ministério das Relações Exteriores,09,Previdência Social,0.3,0.3,0.4,0.4,0.4,0.37
2021,35000,Ministério das Relações Exteriores,28,Encargos Especiais,0,0,0,0,0,0
2021,36000,Ministério da Saúde,09,Previdência Social,8.36,8.36,10.31,10.29,10.29,9.55
2021,36000,Ministério da Saúde,10,Saúde,117.13,132.51,188.54,181.67,162.43,160.67
2021,36000,Ministério da Saúde,28,Encargos Especiais,0.16,0.16,0.18,0.17,0.17,0.17
2021,36000,Ministério da Saúde,99,Reserva de Contingência,7.29,0,0,0,0,0
2021,36212,Agência Nacional de Vigilância Sanitária,09,Previdência Social,0.13,0.13,0.18,0.18,0.18,0.16
2021,36212,Agência Nacional de Vigilância Sanitária,10,Saúde,0.65,0.65,0.59,0.56,0.53,0.51
2021,36212,Agência Nacional de Vigilância Sanitária,28,Encargos Especiais,0,0,0,0,0,0
2021,36212,Agência Nacional de Vigilância Sanitária,99,Reserva de Contingência,0.16,0.16,0.16,0,0,0
2021,36213,Agência Nacional de Saúde Suplementar,09,Previdência Social,0.01,0.01,0.01,0.01,0.01,0.01
2021,36213,Agência Nacional de Saúde Suplementar,10,Saúde,0.29,0.29,0.28,0.28,0.27,0.26
2021,36213,Agência Nacional de Saúde Suplementar,28,Encargos Especiais,0.04,0.04,0.04,0.04,0.04,0.04
2021,36213,Agência Nacional de Saúde Suplementar,99,Reserva de Contingência,0.29,0.3,0.3,0,0,0
2021,37000,Controladoria-Geral da União,04,Administração,0.36,0.35,0.9,0.9,0.87,0.81
2021,37000,Controladoria-Geral da União,09,Previdência Social,0.18,0.18,0.25,0.25,0.25,0.23
2021,37000,Controladoria-Geral da União,28,Encargos Especiais,0,0,0,0,0,0
2021,39000,Ministério dos Transportes,09,Previdência Social,2.34,2.34,3,2.99,2.99,2.8
2021,39000,Ministério dos Transportes,26,Transporte,7.62,6.46,8.91,8.88,5.32,5.24
2021,39000,Ministério dos Transportes,28,Encargos Especiais,0.05,0.05,0.14,0.13,0.13,0.13
2021,39000,Ministério dos Transportes,99,Reserva de Contingência,5.01,5.03,5.03,0,0,0
2021,39250,Agência Nacional de Transportes Terrestres,09,Previdência Social,0.02,0.02,0.02,0.02,0.02,0.02
2021,39250,Agência Nacional de Transportes Terrestres,26,Transporte,0.53,0.53,0.52,0.51,0.46,0.44
2021,39250,Agência Nacional de Transportes Terrestres,28,Encargos Especiais,0,0,0,0,0,0
2021,39250,Agência Nacional de Transportes Terrestres,99,Reserva de Contingência,0.64,0.61,0.61,0,0,0
2021,39251,Agência Nacional de Transportes Aquaviários,09,Previdência Social,0.01,0.01,0.01,0.01,0.01,0.01
2021,39251,Agência Nacional de Transportes Aquaviários,26,Transporte,0.13,0.13,0.14,0.14,0.13,0.12
2021,39251,Agência Nacional de Transportes Aquaviários,28,Encargos Especiais,0,0,0,0,0,0
2021,39251,Agência Nacional de Transportes Aquaviários,99,Reserva de Contingência,0.04,0.04,0.04,0,0,0
2021,39254,Agência Nacional de Aviação Civil,09,Previdência Social,0.02,0.02,0.03,0.02,0.02,0.02
2021,39254,Agência Nacional de Aviação Civil,26,Transporte,0.27,0.27,0.5,0.47,0.45,0.43
2021,39254,Agência Nacional de Aviação Civil,28,Encargos Especiais,0,0,0,0,0,0
2021,39254,Agência Nacional de Aviação Civil,99,Reserva de Contingência,0.13,0.12,0.12,0,0,0
2021,41000,Ministério das Comunicações,04,Administração,0.04,0.04,0.05,0.05,0.05,0.05
2021,41000,Ministério das Comunicações,09,Previdência Social,0.26,0.26,0,0,0,0
2021,41000,Ministério das Comunicações,24,Comunicações,1.1,1.14,1.95,1.84,1.39,1.35
2021,41000,Ministério das Comunicações,28,Encargos Especiais,0.1,0.1,0.13,0.12,0.12,0.12
2021,41000,Ministério das Comunicações,99,Reserva de Contingência,1.2,1.2,1.2,0,0,0
2021,41231,Agência Nacional de Telecomunicações,09,Previdência Social,0.02,0.02,0.02,0.02,0.02,0.02
2021,41231,Agência Nacional de Telecomunicações,24,Comunicações,0.58,0.58,0.54,0.53,0.47,0.44
2021,41231,Agência Nacional de Telecomunicações,28,Encargos Especiais,0,0,0,0,0,0
2021,41231,Agência Nacional de Telecomunicações,99,Reserva de Contingência,0.01,0.01,0.01,0,0,0
2021,44000,Ministério do Meio Ambiente e Mudança do Clima,09,Previdência Social,0.55,0.55,0.74,0.74,0.74,0.68
2021,44000,Ministério do Meio Ambiente e Mudança do Clima,18,Gestão Ambiental,0.85,0.88,1.82,1.78,1.48,1.41
2021,44000,Ministério do Meio Ambiente e Mudança do Clima,28,Encargos Especiais,0.02,0.02,0.08,0.08,0.08,0.08
2021,44000,Ministério do Meio Ambiente e Mudança do Clima,99,Reserva de Contingência,0.3,0.31,0.31,0,0,0
2021,52000,Ministério da Defesa,05,Defesa Nacional,32.23,31.01,84.26,84.37,78.49,74.64
2021,52000,Ministério da Defesa,09,Previdência Social,24.88,24.88,27.09,27.06,27.06,24.96
2021,52000,Ministério da Defesa,28,Encargos Especiais,4.17,4.17,4.2,3.11,3.1,3.07
2021,52000,Ministério da Defesa,99,Reserva de Contingência,3.92,3.95,1.32,0,0,0
2021,53000,Ministério da Integração e do Desenvolvimento Regional,04,Administração,0.35,0.33,1.39,1.36,1.21,1.15
2021,53000,Ministério da Integração e do Desenvolvimento Regional,06,Segurança Pública,0.13,0.1,1.07,0.96,0.64,0.63
2021,53000,Ministério da Integração e do Desenvolvimento Regional,09,Previdência Social,0.44,0.44,0.58,0.58,0.58,0.54
2021,53000,Ministério da Integração e do Desenvolvimento Regional,11,Trabalho,0,0,0,0,0,0
2021,53000,Ministério da Integração e do Desenvolvimento Regional,15,Urbanismo,0.97,8.52,10.87,10.83,1.21,1.12
2021,53000,Ministério da Integração e do Desenvolvimento Regional,16,Habitação,0.01,0.23,0.09,0.09,0,0
2021,53000,Ministério da Integração e do Desenvolvimento Regional,17,Saneamento,0.37,0.24,0.48,0.48,0.45,0.45
2021,53000,Ministério da Integração e do Desenvolvimento Regional,18,Gestão Ambiental,1.47,1.43,1.59,1.58,0.9,0.87
2021,53000,Ministério da Integração e do Desenvolvimento Regional,19,Ciência e Tecnologia,0.01,0.08,0.08,0.08,0,0
2021,53000,Ministério da Integração e do Desenvolvimento Regional,20,Agricultura,0.12,0.07,0.18,0.18,0.11,0.11
2021,53000,Ministério da Integração e do Desenvolvimento Regional,22,Indústria,0,0.01,0.01,0.01,0,0
2021,53000,Ministério da Integração e do Desenvolvimento Regional,26,Transporte,0,0,0,0,0,0
2021,53000,Ministério da Integração e do Desenvolvimento Regional,28,Encargos Especiais,2.17,0.37,1.88,1.83,1.73,1.73
2021,53000,Ministério da Integração e do Desenvolvimento Regional,99,Reserva de Contingência,0.12,0.12,0.12,0,0,0
2021,53210,Agência Nacional de Águas e Saneamento Básico,09,Previdência Social,0,0,0.01,0,0,0
2021,53210,Agência Nacional de Águas e Saneamento Básico,18,Gestão Ambiental,0.32,0.32,0.44,0.42,0.36,0.35
2021,53210,Agência Nacional de Águas e Saneamento Básico,28,Encargos Especiais,0,0,0,0,0,0
2021,53210,Agência Nacional de Águas e Saneamento Básico,99,Reserva de Contingência,0,0,0,0,0,0
2021,54000,Ministério do Turismo,09,Previdência Social,0.16,0.16,0.26,0.26,0.26,0.24
2021,54000,Ministério do Turismo,13,Cultura,0.69,0.77,1.08,1.05,0.52,0.51
2021,54000,Ministério do Turismo,23,Comércio e Serviços,0.14,0.27,0.47,0.45,0.19,0.18
2021,54000,Ministério do Turismo,28,Encargos Especiais,0,0,0.01,0.01,0.01,0.01
2021,54000,Ministério do Turismo,99,Reserva de Contingência,0.34,0.35,0.35,0,0,0
2021,54207,Agência Nacional do Cinema,09,Previdência Social,0,0,0,0,0,0
2021,54207,Agência Nacional do Cinema,13,Cultura,0.06,0.05,0.13,0.12,0.12,0.11
2021,54207,Agência Nacional do Cinema,28,Encargos Especiais,0,0,0,0,0,0
2021,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",04,Administração,0.19,0.18,0.41,0.38,0.34,0.33
2021,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",08,Assistência Social,101.38,102.4,164.35,161.45,154.1,151.58
2021,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",09,Previdência Social,0.03,0.03,0.01,0.01,0.01,0.01
2021,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",11,Trabalho,0,0.01,0.01,0.01,0.01,0.01
2021,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",14,Direitos da Cidadania,0.03,0.07,0,0,0,0
2021,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",27,Desporto e Lazer,0.29,0.82,0.87,0.87,0.21,0.21
2021,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",28,Encargos Especiais,1.2,1.2,1.71,1.71,1.62,1.62
2021,55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",99,Reserva de Contingência,0.08,0.08,0.08,0,0,0
2021,59000,Conselho Nacional do Ministério Público,03,Essencial à Justiça,0.09,0.09,0.09,0.09,0.09,0.09
2021,59000,Conselho Nacional do Ministério Público,09,Previdência Social,0,0,0,0,0,0
2021,60000,Gabinete da Vice-Presidência da República,04,Administração,0.01,0.01,0.02,0.02,0.01,0.01
2021,60000,Gabinete da Vice-Presidência da República,09,Previdência Social,0,0,0,0,0,0
2021,60000,Gabinete da Vice-Presidência da República,28,Encargos Especiais,0,0,0,0,0,0
2021,63000,Advocacia-Geral da União,03,Essencial à Justiça,0.73,0.72,0.98,0.97,0.84,0.83
2021,63000,Advocacia-Geral da União,04,Administração,0.59,0.59,2.33,2.33,2.29,2.12
2021,63000,Advocacia-Geral da União,09,Previdência Social,0.57,0.57,0.81,0.81,0.81,0.75
2021,63000,Advocacia-Geral da União,28,Encargos Especiais,0,0,0,0,0,0
2021,71101,Recursos sob Supervisão do Ministério da Fazenda,28,Encargos Especiais,6.31,6.15,20.93,20.63,20.13,20.12
2021,71101,Recursos sob Supervisão do Ministério da Fazenda,99,Reserva de Contingência,4.74,4.74,0.58,0,0,0
